"1000"	912
"1001"	4451
"1002"	749
"1003"	2968
"1004"	8463
"1005"	42
"1006"	135
"1007"	865
"1008"	10836
"1009"	4628
"1010"	698
"1011"	179
"1012"	44
"1013"	61
"1014"	728
"1015"	79
"1016"	287
"1017"	5108
"1018"	5330
"1019"	111
"1020"	1087
"1021"	380
"1022"	325
"1023"	191
"1024"	521
"1025"	2123
"1026"	3220
"1027"	507
"1028"	93
"1029"	132
"1030"	1115
"1031"	574
"1032"	1446
"1033"	26
"1034"	9383
"1035"	1791
"1036"	759
"1037"	1160
"1038"	1110
"1039"	345
"1040"	1506
"1041"	1500
"1042"	281
"1043"	224
"1044"	168
"1045"	474
"1046"	636
"1048"	210
"1049"	343
"1050"	106
"1051"	86
"1052"	842
"1053"	670
"1054"	338
"1055"	264
"1056"	276
"1057"	195
"1058"	672
"1059"	258
"1060"	391
"1061"	269
"1062"	141
"1063"	113
"1064"	324
"1065"	323
"1066"	82
"1067"	548
"1068"	198
"1069"	227
"1070"	602
"1071"	187
"1072"	128
"1073"	204
"1074"	584
"1075"	396
"1076"	444
"1077"	155
"1078"	462
"1079"	136
"1080"	121
"1081"	215
"1082"	241
"1083"	105
"1084"	186
"1085"	86
"1086"	22
"1087"	189
"1088"	237
"1089"	157
"1090"	107
"1091"	69
"1092"	97
"1093"	65
"1094"	14
"1095"	102
"1096"	214
"1097"	56
"1098"	98
"1099"	120
"1100"	291
"1101"	14
"1102"	118
"1103"	36
"1104"	35
"1105"	183
"1106"	16
"1107"	11
"1108"	47
"1109"	59
"1110"	46
"1111"	36
"1112"	128
"1113"	181
"1114"	48
"1115"	15
"1116"	31
"1117"	9
"1118"	172
"1119"	365
"1120"	1
"1121"	63
"1122"	13
"1123"	372
"1124"	222
"1125"	199
"1126"	27
"1127"	132
"1128"	1
"1129"	7
"1130"	395
"1131"	148
"1132"	23
"1133"	69
"1134"	162
"1135"	115
"1136"	181
"1137"	123
"1138"	33
"1139"	18
"1140"	118
"1141"	36
"1142"	19
"1143"	60
"1144"	36
"1145"	20
"1146"	79
"1147"	86
"1148"	96
"1149"	12
"1150"	93
"1151"	21
"1152"	52
"1153"	8
"1154"	67
"1155"	52
"1156"	75
"1157"	124
"1158"	90
"1159"	41
"1160"	36
"1161"	16
"1162"	48
"1163"	25
"1164"	49
"1165"	38
"1166"	33
"1167"	72
"1168"	93
"1169"	44
"1170"	16
"1171"	47
"1172"	45
"1173"	3
"1174"	10
"1175"	6
"1176"	63
"1177"	43
"1178"	2
"1179"	11
"1180"	9
"1181"	12
"1182"	7
"1183"	167
"1184"	57
"1185"	24
"1186"	46
"1187"	38
"1188"	94
"1189"	51
"1190"	48
"1191"	4
"1192"	7
"1193"	25
"1194"	26
"1195"	15
"1196"	1
"1197"	32
"1198"	18
"1199"	1
"1200"	18
"1201"	38
"1202"	4
"1203"	55
"1204"	30
"1205"	24
"1206"	29
"1207"	12
"1208"	34
"1209"	9
"1210"	5
"1211"	16
"1212"	25
"1213"	3
"1214"	3
"1215"	45
"1216"	30
"1217"	13
"1218"	18
"1219"	4
"1220"	23
"1221"	10
"1222"	11
"1223"	29
"1224"	16
"1225"	7
"1226"	14
"1227"	32
"1228"	13
"1229"	4
"1230"	21
"1231"	19
"1232"	4
"1233"	1
"1234"	8
"1235"	9
"1236"	10
"1237"	3
"1238"	4
"1239"	3
"1240"	11
"1241"	9
"1242"	4
"1243"	4
"1244"	4
"1245"	2
"1246"	10
"1247"	3
"1248"	1
"1249"	2
"1250"	13
"1251"	11
"1252"	3
"1253"	5
"1254"	1
"1255"	3
"1256"	3
"1257"	5
"1258"	3
"1259"	1
"1260"	1
"1261"	2
"1262"	4
"1263"	2
"1264"	4
"1265"	3
"1266"	2
"1267"	5
"1268"	1
"1269"	2
"1270"	1
"1271"	1
"1272"	1
"1273"	1
"1274"	1
"1275"	1
"1276"	3
"1277"	1
"1278"	2
"1279"	1
"1280"	2
"1281"	1
"1282"	2
"1283"	1
"1284"	1
"1295"	716
