"1120"	1
"1128"	1
"1196"	1
"1199"	1
"1233"	1
"1248"	1
"1254"	1
"1259"	1
"1260"	1
"1268"	1
"1270"	1
"1271"	1
"1272"	1
"1273"	1
"1274"	1
"1275"	1
"1277"	1
"1279"	1
"1281"	1
"1283"	1
"1284"	1
"1178"	2
"1245"	2
"1249"	2
"1261"	2
"1263"	2
"1266"	2
"1269"	2
"1278"	2
"1280"	2
"1282"	2
"1173"	3
"1213"	3
"1214"	3
"1237"	3
"1239"	3
"1247"	3
"1252"	3
"1255"	3
"1256"	3
"1258"	3
"1265"	3
"1276"	3
"1191"	4
"1202"	4
"1219"	4
"1229"	4
"1232"	4
"1238"	4
"1242"	4
"1243"	4
"1244"	4
"1262"	4
"1264"	4
"1210"	5
"1253"	5
"1257"	5
"1267"	5
"1175"	6
"1129"	7
"1182"	7
"1192"	7
"1225"	7
"1153"	8
"1234"	8
"1117"	9
"1180"	9
"1209"	9
"1235"	9
"1241"	9
"1174"	10
"1221"	10
"1236"	10
"1246"	10
"1107"	11
"1179"	11
"1222"	11
"1240"	11
"1251"	11
"1149"	12
"1181"	12
"1207"	12
"1122"	13
"1217"	13
"1228"	13
"1250"	13
"1094"	14
"1101"	14
"1226"	14
"1115"	15
"1195"	15
"1106"	16
"1161"	16
"1170"	16
"1211"	16
"1224"	16
"1139"	18
"1198"	18
"1200"	18
"1218"	18
"1142"	19
"1231"	19
"1145"	20
"1151"	21
"1230"	21
"1086"	22
"1132"	23
"1220"	23
"1185"	24
"1205"	24
"1163"	25
"1193"	25
"1212"	25
"1033"	26
"1194"	26
"1126"	27
"1206"	29
"1223"	29
"1204"	30
"1216"	30
"1116"	31
"1197"	32
"1227"	32
"1138"	33
"1166"	33
"1208"	34
"1104"	35
"1103"	36
"1111"	36
"1141"	36
"1144"	36
"1160"	36
"1165"	38
"1187"	38
"1201"	38
"1159"	41
"1005"	42
"1177"	43
"1012"	44
"1169"	44
"1172"	45
"1215"	45
"1110"	46
"1186"	46
"1108"	47
"1171"	47
"1114"	48
"1162"	48
"1190"	48
"1164"	49
"1189"	51
"1152"	52
"1155"	52
"1203"	55
"1097"	56
"1184"	57
"1109"	59
"1143"	60
"1013"	61
"1121"	63
"1176"	63
"1093"	65
"1154"	67
"1091"	69
"1133"	69
"1167"	72
"1156"	75
"1015"	79
"1146"	79
"1066"	82
"1051"	86
"1085"	86
"1147"	86
"1158"	90
"1028"	93
"1150"	93
"1168"	93
"1188"	94
"1148"	96
"1092"	97
"1098"	98
"1095"	102
"1083"	105
"1050"	106
"1090"	107
"1019"	111
"1063"	113
"1135"	115
"1102"	118
"1140"	118
"1099"	120
"1080"	121
"1137"	123
"1157"	124
"1072"	128
"1112"	128
"1029"	132
"1127"	132
"1006"	135
"1079"	136
"1062"	141
"1131"	148
"1077"	155
"1089"	157
"1134"	162
"1183"	167
"1044"	168
"1118"	172
"1011"	179
"1113"	181
"1136"	181
"1105"	183
"1084"	186
"1071"	187
"1087"	189
"1023"	191
"1057"	195
"1068"	198
"1125"	199
"1073"	204
"1048"	210
"1096"	214
"1081"	215
"1124"	222
"1043"	224
"1069"	227
"1088"	237
"1082"	241
"1059"	258
"1055"	264
"1061"	269
"1056"	276
"1042"	281
"1016"	287
"1100"	291
"1065"	323
"1064"	324
"1022"	325
"1054"	338
"1049"	343
"1039"	345
"1119"	365
"1123"	372
"1021"	380
"1060"	391
"1130"	395
"1075"	396
"1076"	444
"1078"	462
"1045"	474
"1027"	507
"1024"	521
"1067"	548
"1031"	574
"1074"	584
"1070"	602
"1046"	636
"1053"	670
"1058"	672
"1010"	698
"1295"	716
"1014"	728
"1002"	749
"1036"	759
"1052"	842
"1007"	865
"1000"	912
"1020"	1087
"1038"	1110
"1030"	1115
"1037"	1160
"1032"	1446
"1041"	1500
"1040"	1506
"1035"	1791
"1025"	2123
"1003"	2968
"1026"	3220
"1001"	4451
"1009"	4628
"1017"	5108
"1018"	5330
"1004"	8463
"1034"	9383
"1008"	10836

1)  "Free Downloads"
2)  "Internet Explorer"
3)  "Microsoft.com Search "
4)  "isapi"
5)  "Products"
6)  "Windows Family of OSs"
7)  "Support Desktop"
8)  "Internet Site Construction for Developers"
9)  "Knowledge Base"
10) "Web Site Builder's Gallery"
